숫자|기수|서수|서수(단위용)|다이얼(공)|다이얼(영)
8202|팔천 이백 이|팔천 이백 둘|팔천 이백 두|팔이공이|팔이영이
8203|팔천 이백 삼|팔천 이백 셋|팔천 이백 세|팔이공삼|팔이영삼
8204|팔천 이백 사|팔천 이백 넷|팔천 이백 네|팔이공사|팔이영사
8205|팔천 이백 오|팔천 이백 다섯|팔천 이백 다섯|팔이공이오|팔이영오
8206|팔천 이백 육|팔천 이백 여섯|팔천 이백 여섯|팔이공육|팔이영육
8207|팔천 이백 칠|팔천 이백 일곱|팔천 이백 일곱|팔이공칠|팔이영칠
8208|팔천 이백 팔|팔천 이백 여덟|팔천 이백 여덟|팔이공팔|팔이영팔
8209|팔천 이백 구|팔천 이백 아홉|팔천 이백 아홉|팔이공구|팔이영구
8210|팔천 이백 십|팔천 이백 십|팔천 이백 십|팔이일공|팔이일영
8211|팔천 이백 십 일|팔천 이백 십 하나|팔천 이백 십 한|팔이일일|팔이일일
8212|팔천 이백 십 이|팔천 이백 십 둘|팔천 이백 십 두|팔이일이|팔이일이
8213|팔천 이백 십 삼|팔천 이백 십 셋|팔천 이백 십 세|팔이일삼|팔이일삼
8214|팔천 이백 십 사|팔천 이백 십 넷|팔천 이백 십 네|팔이일사|팔이일사
8215|팔천 이백 십 오|팔천 이백 십 다섯|팔천 이백 십 다섯|팔이일오|팔이일오
8216|팔천 이백 십 육|팔천 이백 십 여섯|팔천 이백 십 여섯|팔이일육|팔이일육
8217|팔천 이백 십 칠|팔천 이백 십 일곱|팔천 이백 십 일곱|팔이일칠|팔이일칠
8218|팔천 이백 십 팔|팔천 이백 십 여덟|팔천 이백 십 여덟|팔이일팔|팔이일팔
8219|팔천 이백 십 구|팔천 이백 십 아홉|팔천 이백 십 아홉|팔이일구|팔이일구
8220|팔천 이백 이십|팔천 이백 스물|팔천 이백 스무|팔이이공|팔이이영
8221|팔천 이백 이십 일|팔천 이백 스물 하나|팔천 이백 스물 한|팔이이일|팔이이일
8222|팔천 이백 이십 이|팔천 이백 스물 둘|팔천 이백 스물 두|팔이이이|팔이이이
8223|팔천 이백 이십 삼|팔천 이백 스물 셋|팔천 이백 스물 세|팔이이삼|팔이이삼
8224|팔천 이백 이십 사|팔천 이백 스물 넷|팔천 이백 스물 네|팔이이사|팔이이사
8225|팔천 이백 이십 오|팔천 이백 스물 다섯|팔천 이백 스물 다섯|팔이이오|팔이이오
8226|팔천 이백 이십 육|팔천 이백 스물 여섯|팔천 이백 스물 여섯|팔이이육|팔이이육
8227|팔천 이백 이십 칠|팔천 이백 스물 일곱|팔천 이백 스물 일곱|팔이이칠|팔이이칠
8228|팔천 이백 이십 팔|팔천 이백 스물 여덟|팔천 이백 스물 여덟|팔이이팔|팔이이팔
8229|팔천 이백 이십 구|팔천 이백 스물 아홉|팔천 이백 스물 아홉|팔이이구|팔이이구
8230|팔천 이백 삼십|팔천 이백 서른|팔천 이백 서른|팔이삼공|팔이삼영
8231|팔천 이백 삼십 일|팔천 이백 서른 하나|팔천 이백 서른 한|팔이삼일|팔이삼일
8232|팔천 이백 삼십 이|팔천 이백 서른 둘|팔천 이백 서른 두|팔이삼이|팔이삼이
8233|팔천 이백 삼십 삼|팔천 이백 서른 셋|팔천 이백 서른 세|팔이삼삼|팔이삼삼
8234|팔천 이백 삼십 사|팔천 이백 서른 넷|팔천 이백 서른 네|팔이삼사|팔이삼사
8235|팔천 이백 삼십 오|팔천 이백 서른 다섯|팔천 이백 서른 다섯|팔이삼오|팔이삼오
8236|팔천 이백 삼십 육|팔천 이백 서른 여섯|팔천 이백 서른 여섯|팔이삼육|팔이삼육
8237|팔천 이백 삼십 칠|팔천 이백 서른 일곱|팔천 이백 서른 일곱|팔이삼칠|팔이삼칠
8238|팔천 이백 삼십 팔|팔천 이백 서른 여덟|팔천 이백 서른 여덟|팔이삼팔|팔이삼팔
8239|팔천 이백 삼십 구|팔천 이백 서른 아홉|팔천 이백 서른 아홉|팔이삼구|팔이삼구
8240|팔천 이백 사십|팔천 이백 마흔|팔천 이백 마흔|팔이사공|팔이사영
8241|팔천 이백 사십 일|팔천 이백 마흔 하나|팔천 이백 마흔 한|팔이사일|팔이사일
8242|팔천 이백 사십 이|팔천 이백 마흔 둘|팔천 이백 마흔 두|팔이사이|팔이사이
8243|팔천 이백 사십 삼|팔천 이백 마흔 셋|팔천 이백 마흔 세|팔이사삼|팔이사삼
8244|팔천 이백 사십 사|팔천 이백 마흔 넷|팔천 이백 마흔 네|팔이사사|팔이사사
8245|팔천 이백 사십 오|팔천 이백 마흔 다섯|팔천 이백 마흔 다섯|팔이사오|팔이사오
8246|팔천 이백 사십 육|팔천 이백 마흔 여섯|팔천 이백 마흔 여섯|팔이사육|팔이사육
8247|팔천 이백 사십 칠|팔천 이백 마흔 일곱|팔천 이백 마흔 일곱|팔이사칠|팔이사칠
8248|팔천 이백 사십 팔|팔천 이백 마흔 여덟|팔천 이백 마흔 여덟|팔이사팔|팔이사팔
8249|팔천 이백 사십 구|팔천 이백 마흔 아홉|팔천 이백 마흔 아홉|팔이사구|팔이사구
8250|팔천 이백 오십|팔천 이백 쉰|팔천 이백 쉰|팔이오공|팔이오영
8251|팔천 이백 오십 일|팔천 이백 쉰 하나|팔천 이백 쉰 한|팔이오일|팔이오일
8252|팔천 이백 오십 이|팔천 이백 쉰 둘|팔천 이백 쉰 두|팔이오이|팔이오이
8253|팔천 이백 오십 삼|팔천 이백 쉰 셋|팔천 이백 쉰 세|팔이오삼|팔이오삼
8254|팔천 이백 오십 사|팔천 이백 쉰 넷|팔천 이백 쉰 네|팔이오사|팔이오사
8255|팔천 이백 오십 오|팔천 이백 쉰 다섯|팔천 이백 쉰 다섯|팔이오오|팔이오오
8256|팔천 이백 오십 육|팔천 이백 쉰 여섯|팔천 이백 쉰 여섯|팔이오육|팔이오육
8257|팔천 이백 오십 칠|팔천 이백 쉰 일곱|팔천 이백 쉰 일곱|팔이오칠|팔이오칠
8258|팔천 이백 오십 팔|팔천 이백 쉰 여덟|팔천 이백 쉰 여덟|팔이오팔|팔이오팔
8259|팔천 이백 오십 구|팔천 이백 쉰 아홉|팔천 이백 쉰 아홉|팔이오구|팔이오구
8260|팔천 이백 육십|팔천 이백 예순|팔천 이백 예순|팔이육공|팔이육영
8261|팔천 이백 육십 일|팔천 이백 예순 하나|팔천 이백 예순 한|팔이육일|팔이육일
8262|팔천 이백 육십 이|팔천 이백 예순 둘|팔천 이백 예순 두|팔이육이|팔이육이
8263|팔천 이백 육십 삼|팔천 이백 예순 셋|팔천 이백 예순 세|팔이육삼|팔이육삼
8264|팔천 이백 육십 사|팔천 이백 예순 넷|팔천 이백 예순 네|팔이육사|팔이육사
8265|팔천 이백 육십 오|팔천 이백 예순 다섯|팔천 이백 예순 다섯|팔이육오|팔이육오
8266|팔천 이백 육십 육|팔천 이백 예순 여섯|팔천 이백 예순 여섯|팔이육육|팔이육육
8267|팔천 이백 육십 칠|팔천 이백 예순 일곱|팔천 이백 예순 일곱|팔이육칠|팔이육칠
8268|팔천 이백 육십 팔|팔천 이백 예순 여덟|팔천 이백 예순 여덟|팔이육팔|팔이육팔
8269|팔천 이백 육십 구|팔천 이백 예순 아홉|팔천 이백 예순 아홉|팔이육구|팔이육구
8270|팔천 이백 칠십|팔천 이백 일흔|팔천 이백 일흔|팔이칠공|팔이칠영
8271|팔천 이백 칠십 일|팔천 이백 일흔 하나|팔천 이백 일흔 한|팔이칠일|팔이칠일
8272|팔천 이백 칠십 이|팔천 이백 일흔 둘|팔천 이백 일흔 두|팔이칠이|팔이칠이
8273|팔천 이백 칠십 삼|팔천 이백 일흔 셋|팔천 이백 일흔 세|팔이칠삼|팔이칠삼
8274|팔천 이백 칠십 사|팔천 이백 일흔 넷|팔천 이백 일흔 네|팔이칠사|팔이칠사
8275|팔천 이백 칠십 오|팔천 이백 일흔 다섯|팔천 이백 일흔 다섯|팔이칠오|팔이칠오
8276|팔천 이백 칠십 육|팔천 이백 일흔 여섯|팔천 이백 일흔 여섯|팔이칠육|팔이칠육
8277|팔천 이백 칠십 칠|팔천 이백 일흔 일곱|팔천 이백 일흔 일곱|팔이칠칠|팔이칠칠
8278|팔천 이백 칠십 팔|팔천 이백 일흔 여덟|팔천 이백 일흔 여덟|팔이칠팔|팔이칠팔
8279|팔천 이백 칠십 구|팔천 이백 일흔 아홉|팔천 이백 일흔 아홉|팔이칠구|팔이칠구
8280|팔천 이백 팔십|팔천 이백 여든|팔천 이백 여든|팔이팔공|팔이팔영
8281|팔천 이백 팔십 일|팔천 이백 여든 하나|팔천 이백 여든 한|팔이팔일|팔이팔일
8282|팔천 이백 팔십 이|팔천 이백 여든 둘|팔천 이백 여든 두|팔이팔이|팔이팔이
8283|팔천 이백 팔십 삼|팔천 이백 여든 셋|팔천 이백 여든 세|팔이팔삼|팔이팔삼
8284|팔천 이백 팔십 사|팔천 이백 여든 넷|팔천 이백 여든 네|팔이팔사|팔이팔사
8285|팔천 이백 팔십 오|팔천 이백 여든 다섯|팔천 이백 여든 다섯|팔이팔오|팔이팔오
8286|팔천 이백 팔십 육|팔천 이백 여든 여섯|팔천 이백 여든 여섯|팔이팔육|팔이팔육
8287|팔천 이백 팔십 칠|팔천 이백 여든 일곱|팔천 이백 여든 일곱|팔이팔칠|팔이팔칠
8288|팔천 이백 팔십 팔|팔천 이백 여든 여덟|팔천 이백 여든 여덟|팔이팔팔|팔이팔팔
8289|팔천 이백 팔십 구|팔천 이백 여든 아홉|팔천 이백 여든 아홉|팔이팔구|팔이팔구
8290|팔천 이백 구십|팔천 이백 아흔|팔천 이백 아흔|팔이구공|팔이구영
8291|팔천 이백 구십 일|팔천 이백 아흔 하나|팔천 이백 아흔 한|팔이구일|팔이구일
8292|팔천 이백 구십 이|팔천 이백 아흔 둘|팔천 이백 아흔 두|팔이구이|팔이구이
8293|팔천 이백 구십 삼|팔천 이백 아흔 셋|팔천 이백 아흔 세|팔이구삼|팔이구삼
8294|팔천 이백 구십 사|팔천 이백 아흔 넷|팔천 이백 아흔 네|팔이구사|팔이구사
8295|팔천 이백 구십 오|팔천 이백 아흔 다섯|팔천 이백 아흔 다섯|팔이구오|팔이구오
8296|팔천 이백 구십 육|팔천 이백 아흔 여섯|팔천 이백 아흔 여섯|팔이구육|팔이구육
8297|팔천 이백 구십 칠|팔천 이백 아흔 일곱|팔천 이백 아흔 일곱|팔이구칠|팔이구칠
8298|팔천 이백 구십 팔|팔천 이백 아흔 여덟|팔천 이백 아흔 여덟|팔이구팔|팔이구팔
8299|팔천 이백 구십 구|팔천 이백 아흔 아홉|팔천 삼백|팔이구구|팔이구구
8300|팔천 삼백|팔천 삼백|팔천 삼백|팔삼공공|팔삼영영
8301|팔천 삼백 일|팔천 삼백 하나|팔천 삼백 한|팔삼공일|팔삼영일
8302|팔천 삼백 이|팔천 삼백 둘|팔천 삼백 두|팔삼공이|팔삼영이
8303|팔천 삼백 삼|팔천 삼백 셋|팔천 삼백 세|팔삼공삼|팔삼영삼
8304|팔천 삼백 사|팔천 삼백 넷|팔천 삼백 네|팔삼공사|팔삼영사
8305|팔천 삼백 오|팔천 삼백 다섯|팔천 삼백 다섯|팔삼공이오|팔삼영오
8306|팔천 삼백 육|팔천 삼백 여섯|팔천 삼백 여섯|팔삼공육|팔삼영육
8307|팔천 삼백 칠|팔천 삼백 일곱|팔천 삼백 일곱|팔삼공칠|팔삼영칠
8308|팔천 삼백 팔|팔천 삼백 여덟|팔천 삼백 여덟|팔삼공팔|팔삼영팔
8309|팔천 삼백 구|팔천 삼백 아홉|팔천 삼백 아홉|팔삼공구|팔삼영구
8310|팔천 삼백 십|팔천 삼백 십|팔천 삼백 십|팔삼일공|팔삼일영
8311|팔천 삼백 십 일|팔천 삼백 십 하나|팔천 삼백 십 한|팔삼일일|팔삼일일
8312|팔천 삼백 십 이|팔천 삼백 십 둘|팔천 삼백 십 두|팔삼일이|팔삼일이
8313|팔천 삼백 십 삼|팔천 삼백 십 셋|팔천 삼백 십 세|팔삼일삼|팔삼일삼
8314|팔천 삼백 십 사|팔천 삼백 십 넷|팔천 삼백 십 네|팔삼일사|팔삼일사
8315|팔천 삼백 십 오|팔천 삼백 십 다섯|팔천 삼백 십 다섯|팔삼일오|팔삼일오
8316|팔천 삼백 십 육|팔천 삼백 십 여섯|팔천 삼백 십 여섯|팔삼일육|팔삼일육
8317|팔천 삼백 십 칠|팔천 삼백 십 일곱|팔천 삼백 십 일곱|팔삼일칠|팔삼일칠
8318|팔천 삼백 십 팔|팔천 삼백 십 여덟|팔천 삼백 십 여덟|팔삼일팔|팔삼일팔
8319|팔천 삼백 십 구|팔천 삼백 십 아홉|팔천 삼백 십 아홉|팔삼일구|팔삼일구
8320|팔천 삼백 이십|팔천 삼백 스물|팔천 삼백 스무|팔삼이공|팔삼이영
8321|팔천 삼백 이십 일|팔천 삼백 스물 하나|팔천 삼백 스물 한|팔삼이일|팔삼이일
8322|팔천 삼백 이십 이|팔천 삼백 스물 둘|팔천 삼백 스물 두|팔삼이이|팔삼이이
8323|팔천 삼백 이십 삼|팔천 삼백 스물 셋|팔천 삼백 스물 세|팔삼이삼|팔삼이삼
8324|팔천 삼백 이십 사|팔천 삼백 스물 넷|팔천 삼백 스물 네|팔삼이사|팔삼이사
8325|팔천 삼백 이십 오|팔천 삼백 스물 다섯|팔천 삼백 스물 다섯|팔삼이오|팔삼이오
8326|팔천 삼백 이십 육|팔천 삼백 스물 여섯|팔천 삼백 스물 여섯|팔삼이육|팔삼이육
8327|팔천 삼백 이십 칠|팔천 삼백 스물 일곱|팔천 삼백 스물 일곱|팔삼이칠|팔삼이칠
8328|팔천 삼백 이십 팔|팔천 삼백 스물 여덟|팔천 삼백 스물 여덟|팔삼이팔|팔삼이팔
8329|팔천 삼백 이십 구|팔천 삼백 스물 아홉|팔천 삼백 스물 아홉|팔삼이구|팔삼이구
8330|팔천 삼백 삼십|팔천 삼백 서른|팔천 삼백 서른|팔삼삼공|팔삼삼영
8331|팔천 삼백 삼십 일|팔천 삼백 서른 하나|팔천 삼백 서른 한|팔삼삼일|팔삼삼일
8332|팔천 삼백 삼십 이|팔천 삼백 서른 둘|팔천 삼백 서른 두|팔삼삼이|팔삼삼이
8333|팔천 삼백 삼십 삼|팔천 삼백 서른 셋|팔천 삼백 서른 세|팔삼삼삼|팔삼삼삼
8334|팔천 삼백 삼십 사|팔천 삼백 서른 넷|팔천 삼백 서른 네|팔삼삼사|팔삼삼사
8335|팔천 삼백 삼십 오|팔천 삼백 서른 다섯|팔천 삼백 서른 다섯|팔삼삼오|팔삼삼오
8336|팔천 삼백 삼십 육|팔천 삼백 서른 여섯|팔천 삼백 서른 여섯|팔삼삼육|팔삼삼육
8337|팔천 삼백 삼십 칠|팔천 삼백 서른 일곱|팔천 삼백 서른 일곱|팔삼삼칠|팔삼삼칠
8338|팔천 삼백 삼십 팔|팔천 삼백 서른 여덟|팔천 삼백 서른 여덟|팔삼삼팔|팔삼삼팔
8339|팔천 삼백 삼십 구|팔천 삼백 서른 아홉|팔천 삼백 서른 아홉|팔삼삼구|팔삼삼구
8340|팔천 삼백 사십|팔천 삼백 마흔|팔천 삼백 마흔|팔삼사공|팔삼사영
8341|팔천 삼백 사십 일|팔천 삼백 마흔 하나|팔천 삼백 마흔 한|팔삼사일|팔삼사일
8342|팔천 삼백 사십 이|팔천 삼백 마흔 둘|팔천 삼백 마흔 두|팔삼사이|팔삼사이
8343|팔천 삼백 사십 삼|팔천 삼백 마흔 셋|팔천 삼백 마흔 세|팔삼사삼|팔삼사삼
8344|팔천 삼백 사십 사|팔천 삼백 마흔 넷|팔천 삼백 마흔 네|팔삼사사|팔삼사사
8345|팔천 삼백 사십 오|팔천 삼백 마흔 다섯|팔천 삼백 마흔 다섯|팔삼사오|팔삼사오
8346|팔천 삼백 사십 육|팔천 삼백 마흔 여섯|팔천 삼백 마흔 여섯|팔삼사육|팔삼사육
8347|팔천 삼백 사십 칠|팔천 삼백 마흔 일곱|팔천 삼백 마흔 일곱|팔삼사칠|팔삼사칠
8348|팔천 삼백 사십 팔|팔천 삼백 마흔 여덟|팔천 삼백 마흔 여덟|팔삼사팔|팔삼사팔
8349|팔천 삼백 사십 구|팔천 삼백 마흔 아홉|팔천 삼백 마흔 아홉|팔삼사구|팔삼사구
8350|팔천 삼백 오십|팔천 삼백 쉰|팔천 삼백 쉰|팔삼오공|팔삼오영
8351|팔천 삼백 오십 일|팔천 삼백 쉰 하나|팔천 삼백 쉰 한|팔삼오일|팔삼오일
8352|팔천 삼백 오십 이|팔천 삼백 쉰 둘|팔천 삼백 쉰 두|팔삼오이|팔삼오이
8353|팔천 삼백 오십 삼|팔천 삼백 쉰 셋|팔천 삼백 쉰 세|팔삼오삼|팔삼오삼
8354|팔천 삼백 오십 사|팔천 삼백 쉰 넷|팔천 삼백 쉰 네|팔삼오사|팔삼오사
8355|팔천 삼백 오십 오|팔천 삼백 쉰 다섯|팔천 삼백 쉰 다섯|팔삼오오|팔삼오오
8356|팔천 삼백 오십 육|팔천 삼백 쉰 여섯|팔천 삼백 쉰 여섯|팔삼오육|팔삼오육
8357|팔천 삼백 오십 칠|팔천 삼백 쉰 일곱|팔천 삼백 쉰 일곱|팔삼오칠|팔삼오칠
8358|팔천 삼백 오십 팔|팔천 삼백 쉰 여덟|팔천 삼백 쉰 여덟|팔삼오팔|팔삼오팔
8359|팔천 삼백 오십 구|팔천 삼백 쉰 아홉|팔천 삼백 쉰 아홉|팔삼오구|팔삼오구
8360|팔천 삼백 육십|팔천 삼백 예순|팔천 삼백 예순|팔삼육공|팔삼육영
8361|팔천 삼백 육십 일|팔천 삼백 예순 하나|팔천 삼백 예순 한|팔삼육일|팔삼육일
8362|팔천 삼백 육십 이|팔천 삼백 예순 둘|팔천 삼백 예순 두|팔삼육이|팔삼육이
8363|팔천 삼백 육십 삼|팔천 삼백 예순 셋|팔천 삼백 예순 세|팔삼육삼|팔삼육삼
8364|팔천 삼백 육십 사|팔천 삼백 예순 넷|팔천 삼백 예순 네|팔삼육사|팔삼육사
8365|팔천 삼백 육십 오|팔천 삼백 예순 다섯|팔천 삼백 예순 다섯|팔삼육오|팔삼육오
8366|팔천 삼백 육십 육|팔천 삼백 예순 여섯|팔천 삼백 예순 여섯|팔삼육육|팔삼육육
8367|팔천 삼백 육십 칠|팔천 삼백 예순 일곱|팔천 삼백 예순 일곱|팔삼육칠|팔삼육칠
8368|팔천 삼백 육십 팔|팔천 삼백 예순 여덟|팔천 삼백 예순 여덟|팔삼육팔|팔삼육팔
8369|팔천 삼백 육십 구|팔천 삼백 예순 아홉|팔천 삼백 예순 아홉|팔삼육구|팔삼육구
8370|팔천 삼백 칠십|팔천 삼백 일흔|팔천 삼백 일흔|팔삼칠공|팔삼칠영
8371|팔천 삼백 칠십 일|팔천 삼백 일흔 하나|팔천 삼백 일흔 한|팔삼칠일|팔삼칠일
8372|팔천 삼백 칠십 이|팔천 삼백 일흔 둘|팔천 삼백 일흔 두|팔삼칠이|팔삼칠이
8373|팔천 삼백 칠십 삼|팔천 삼백 일흔 셋|팔천 삼백 일흔 세|팔삼칠삼|팔삼칠삼
8374|팔천 삼백 칠십 사|팔천 삼백 일흔 넷|팔천 삼백 일흔 네|팔삼칠사|팔삼칠사
8375|팔천 삼백 칠십 오|팔천 삼백 일흔 다섯|팔천 삼백 일흔 다섯|팔삼칠오|팔삼칠오
8376|팔천 삼백 칠십 육|팔천 삼백 일흔 여섯|팔천 삼백 일흔 여섯|팔삼칠육|팔삼칠육
8377|팔천 삼백 칠십 칠|팔천 삼백 일흔 일곱|팔천 삼백 일흔 일곱|팔삼칠칠|팔삼칠칠
8378|팔천 삼백 칠십 팔|팔천 삼백 일흔 여덟|팔천 삼백 일흔 여덟|팔삼칠팔|팔삼칠팔
8379|팔천 삼백 칠십 구|팔천 삼백 일흔 아홉|팔천 삼백 일흔 아홉|팔삼칠구|팔삼칠구
8380|팔천 삼백 팔십|팔천 삼백 여든|팔천 삼백 여든|팔삼팔공|팔삼팔영
8381|팔천 삼백 팔십 일|팔천 삼백 여든 하나|팔천 삼백 여든 한|팔삼팔일|팔삼팔일
8382|팔천 삼백 팔십 이|팔천 삼백 여든 둘|팔천 삼백 여든 두|팔삼팔이|팔삼팔이
8383|팔천 삼백 팔십 삼|팔천 삼백 여든 셋|팔천 삼백 여든 세|팔삼팔삼|팔삼팔삼
8384|팔천 삼백 팔십 사|팔천 삼백 여든 넷|팔천 삼백 여든 네|팔삼팔사|팔삼팔사
8385|팔천 삼백 팔십 오|팔천 삼백 여든 다섯|팔천 삼백 여든 다섯|팔삼팔오|팔삼팔오
8386|팔천 삼백 팔십 육|팔천 삼백 여든 여섯|팔천 삼백 여든 여섯|팔삼팔육|팔삼팔육
8387|팔천 삼백 팔십 칠|팔천 삼백 여든 일곱|팔천 삼백 여든 일곱|팔삼팔칠|팔삼팔칠
8388|팔천 삼백 팔십 팔|팔천 삼백 여든 여덟|팔천 삼백 여든 여덟|팔삼팔팔|팔삼팔팔
8389|팔천 삼백 팔십 구|팔천 삼백 여든 아홉|팔천 삼백 여든 아홉|팔삼팔구|팔삼팔구
8390|팔천 삼백 구십|팔천 삼백 아흔|팔천 삼백 아흔|팔삼구공|팔삼구영
8391|팔천 삼백 구십 일|팔천 삼백 아흔 하나|팔천 삼백 아흔 한|팔삼구일|팔삼구일
8392|팔천 삼백 구십 이|팔천 삼백 아흔 둘|팔천 삼백 아흔 두|팔삼구이|팔삼구이
8393|팔천 삼백 구십 삼|팔천 삼백 아흔 셋|팔천 삼백 아흔 세|팔삼구삼|팔삼구삼
8394|팔천 삼백 구십 사|팔천 삼백 아흔 넷|팔천 삼백 아흔 네|팔삼구사|팔삼구사
8395|팔천 삼백 구십 오|팔천 삼백 아흔 다섯|팔천 삼백 아흔 다섯|팔삼구오|팔삼구오
